ID,y
421,92.16175
430,106.636925
434,92.37781
436,103.24255
437,98.73119
438,92.6579
439,110.74938
440,95.965775
443,108.69181
446,91.67962
448,92.88778
452,90.90096
453,104.563835
457,100.13059
458,93.40436
459,118.34631
460,107.5418
462,107.498405
464,102.97573
465,117.528786
467,106.946434
471,108.56808
472,78.0026
473,93.56832
475,92.68585
480,96.98633
488,107.948006
490,109.67442
491,104.63887
492,79.507195
493,94.872536
497,93.9833
498,115.79276
499,93.336266
500,99.36171
501,93.40436
502,111.68609
506,75.745346
510,108.55331
511,95.53674
512,91.117256
516,92.50595
518,93.180595
519,101.9332
521,91.43601
522,108.77889
526,108.597916
529,101.0302
532,107.51212
533,95.21797
536,111.00787
537,99.50684
539,94.287506
540,103.849144
541,94.81564
543,94.35739
546,109.64285
547,94.53678
548,78.95528
551,91.08724
552,103.70558
556,101.66581
557,96.75509
558,107.13193
559,98.45618
560,103.68624
562,107.48626
566,99.76666
570,115.79276
571,98.73119
572,104.87116
573,93.2961
575,117.528786
576,107.01226
577,96.68438
579,93.15165
580,109.3269
581,111.461266
589,109.67442
591,100.5427
593,98.20803
594,102.81541
595,99.465294
598,93.00347
602,109.59077
604,110.56557
606,105.838974
608,100.187744
609,103.849144
610,94.67977
616,108.95172
617,91.98837
618,101.4051
620,102.97661
622,104.74653
623,91.12516
624,110.387245
626,116.92454
628,109.14199
629,99.698296
630,107.97872
637,101.50947
638,102.90033
643,105.41678
645,96.98633
646,112.893265
648,92.61704
652,101.20071
653,99.47359
654,115.79276
656,104.076546
657,103.84634
659,93.85392
660,106.95771
663,92.64697
664,109.84424
666,110.50982
668,107.86076
669,97.26293
671,95.76299
675,91.98803
677,94.22187
678,110.79053
679,105.22414
682,98.53666
685,103.3755
687,94.2897
688,98.10509
693,108.11587
696,92.742905
698,95.904976
701,95.55489
704,101.470894
705,117.04739
709,107.08772
710,92.55598
711,106.1667
712,95.44381
714,103.30391
715,109.354996
716,110.17542
717,101.49371
720,117.705635
721,95.14925
724,101.058754
725,93.32517
726,112.69552
728,103.99199
731,94.56331
734,107.124016
738,95.98766
745,104.63589
746,90.552246
751,76.90844
754,92.95805
756,95.71608
758,99.93508
759,105.12809
761,114.15067
766,109.95955
767,116.489944
768,89.61576
769,102.750694
770,94.52742
771,79.507195
772,102.969734
773,93.113815
774,112.89524
776,110.97658
777,104.461334
780,116.787445
782,103.849144
787,103.669075
788,94.287506
792,91.74061
793,114.48919
798,108.78947
800,92.50794
806,110.17542
809,111.211205
811,95.20449
812,94.5448
814,117.528786
816,103.31446
817,96.32288
818,107.8869
820,101.16547
823,93.56432
829,92.82153
830,108.04911
831,93.02386
834,110.982025
839,97.22037
841,84.33743
844,104.63887
845,95.36221
848,90.90069
850,106.04328
851,103.58028
852,89.82155
854,94.9424
855,94.16904
856,102.761055
859,101.67751
861,112.89524
864,91.33921
865,112.89524
866,91.22521
867,94.85991
869,99.83217
871,93.5109
872,110.17542
882,100.08282
883,92.37781
885,101.85314
888,100.00351
893,106.47807
901,110.79053
903,104.63887
904,93.428276
905,102.136024
910,96.82003
911,110.762
914,113.87008
918,107.5352
921,92.1697
928,94.88152
929,101.557526
932,99.46262
933,106.01477
934,96.82003
935,105.87058
937,77.6975
939,92.63242
940,99.77323
941,97.10178
942,102.42601
943,95.2478
944,104.74065
947,110.17542
949,108.638855
951,100.92202
952,104.438385
953,104.63887
954,77.9838
957,109.75964
959,94.56806
960,110.377174
963,117.528786
965,110.17542
967,100.34691
971,94.63987
972,77.70693
973,93.14112
974,109.260414
975,98.63134
978,109.055885
980,105.345924
981,95.70239
984,112.457245
986,96.82003
988,89.61576
989,106.169945
990,104.115585
992,110.79053
996,98.73119
999,100.06079
1000,105.4841
1001,112.89524
1002,93.946465
1003,110.97658
1004,92.94382
1008,107.99775
1009,92.519394
1010,107.59073
1012,106.295265
1013,100.99863
1014,118.72408
1015,92.94427
1016,117.528786
1019,94.65813
1020,105.34228
1021,96.82003
1022,102.42142
1024,96.82003
1025,84.001495
1027,94.95598
1028,105.418495
1029,96.09842
1030,92.55603
1033,110.21998
1036,112.34257
1037,107.900734
1038,94.098305
1042,92.63242
1043,101.23348
1044,92.18465
1045,110.756775
1047,118.34631
1050,96.03704
1051,106.21754
1054,93.56432
1056,95.70239
1057,93.187256
1059,94.73475
1062,104.30314
1063,108.064766
1064,95.70239
1066,95.54155
1070,101.46933
1076,112.87103
1077,103.66943
1078,110.61493
1080,107.4175
1082,101.56394
1083,100.00351
1089,110.2065
1091,100.00351
1093,97.937805
1097,91.86861
1099,92.127045
1101,96.82003
1103,93.41928
1104,115.15178
1106,109.49496
1109,94.09352
1110,109.90865
1111,105.629715
1112,109.892876
1114,94.287506
1116,106.43345
1117,110.575676
1120,100.71933
1124,112.501915
1125,88.4295
1126,111.906624
1134,102.329796
1137,91.570206
1138,115.29142
1144,109.68167
1145,100.1802
1146,95.87578
1148,99.95064
1150,98.73358
1152,104.63887
1153,94.91788
1154,106.748215
1155,93.595345
1157,94.58881
1162,92.63242
1165,110.52552
1166,91.14385
1167,101.14607
1168,96.82003
1169,101.67751
1171,112.59885
1172,96.56635
1173,101.67751
1174,94.17877
1176,94.52576
1177,107.77341
1178,91.57672
1182,107.199425
1186,96.840324
1187,105.746086
1188,93.18222
1189,116.787445
1191,104.759346
1192,94.78663
1197,114.027534
1198,93.00105
1200,77.54536
1201,90.90096
1203,94.074135
1209,117.528786
1214,108.29296
1218,108.96178
1222,95.66885
1226,102.50869
1228,92.16928
1230,94.16223
1232,83.84276
1233,102.72847
1236,118.47009
1238,98.50927
1241,109.68167
1244,101.15727
1246,94.13302
1247,106.91456
1250,107.58422
1251,93.14439
1254,107.5352
1255,93.49463
1256,111.50476
1257,91.89996
1258,105.849434
1259,110.651405
1260,102.41441
1263,109.197624
1267,77.55536
1268,105.09577
1271,94.78663
1272,106.054726
1274,107.569145
1275,92.63242
1276,106.21754
1277,94.023186
1279,95.87578
1281,106.78677
1282,93.18222
1283,102.84608
1285,107.347015
1286,94.83911
1289,110.86879
1296,101.74567
1299,98.73358
1301,98.73119
1306,96.1789
1307,97.07859
1308,95.5487
1313,106.21754
1314,91.98037
1315,109.90865
1316,93.75049
1317,106.054726
1319,90.517296
1323,99.10158
1324,109.8679
1325,96.75319
1328,101.97506
1329,92.24993
1330,112.89524
1331,93.294106
1332,100.0689
1337,93.96243
1338,100.818855
1339,91.43601
1340,107.44829
1343,111.5815
1347,107.76617
1348,97.58103
1349,104.1681
1352,95.87578
1354,95.224724
1359,105.99065
1360,99.362114
1363,106.054726
1364,92.742905
1365,104.58676
1366,95.86906
1372,100.87655
1375,102.58357
1376,94.46446
1378,90.33227
1379,110.44945
1380,96.82003
1381,101.67751
1384,106.27168
1387,98.73358
1388,110.75214
1392,78.971825
1394,103.42351
1395,93.0063
1396,110.65078
1398,100.702934
1399,110.65078
1400,98.80793
1401,91.14751
1403,97.23617
1404,103.67832
1406,110.65078
1407,94.287506
1408,109.197624
1410,77.55536
1412,109.69862
1413,91.837494
1415,92.928955
1420,109.197624
1422,108.96178
1423,107.75285
1424,109.197624
1425,108.6257
1426,77.55536
1427,94.074135
1429,93.87329
1430,111.94726
1431,95.224724
1432,100.30891
1434,108.62519
1437,94.287506
1438,104.665276
1440,105.93658
1441,110.88678
1442,92.43898
1444,101.93357
1445,92.928955
1446,105.44533
1448,91.064865
1453,99.18202
1454,109.69862
1455,94.78663
1456,110.590744
1458,109.69862
1459,93.46822
1461,99.631424
1465,98.73358
1466,108.34188
1469,99.10158
1472,99.18202
1474,97.79342
1477,107.25849
1479,103.35602
1482,105.54478
1483,82.69708
1487,96.25668
1488,115.12168
1490,111.89073
1492,108.65458
1494,116.787445
1496,97.25389
1497,96.05042
1499,97.933464
1502,90.96815
1507,107.89929
1508,95.87578
1509,102.597115
1511,90.552246
1512,109.77401
1513,113.46215
1514,103.28931
1518,111.59048
1519,92.70695
1522,111.41055
1524,77.54536
1527,92.43898
1529,92.20724
1532,105.143906
1536,111.84815
1537,117.528786
1539,103.92173
1542,114.47799
1543,94.46446
1544,105.319336
1545,83.406334
1550,94.46446
1551,104.95752
1554,106.960434
1556,104.63887
1559,91.89996
1560,78.87488
1562,95.12452
1566,93.52103
1567,107.97872
1569,101.122765
1570,109.892876
1571,109.469055
1574,95.87578
1578,103.849144
1580,93.7492
1583,109.67712
1584,95.87578
1585,104.68634
1586,108.27222
1587,110.97658
1588,92.035385
1590,110.401115
1592,101.28085
1596,105.078896
1598,111.51421
1599,95.36221
1604,107.215195
1606,102.23128
1607,91.837494
1608,97.81204
1609,112.59885
1611,94.808395
1613,93.32369
1616,98.7324
1619,109.51392
1620,91.670746
1621,108.1773
1622,95.76384
1625,110.79053
1627,112.59885
1629,106.260735
1634,95.8072
1636,94.80393
1638,102.78173
1639,101.86977
1641,93.92964
1643,94.87042
1644,101.384895
1645,116.787445
1646,101.35136
1647,107.48626
1648,95.60451
1652,93.7492
1653,108.22745
1656,92.51701
1658,95.36221
1659,109.832466
1661,111.20447
1663,91.837494
1664,107.00396
1665,94.78663
1666,104.63887
1667,106.19051
1668,84.921555
1669,98.62305
1670,94.05267
1672,109.99485
1674,117.00375
1677,115.12168
1678,93.53145
1679,109.2418
1680,97.33496
1683,102.19739
1686,102.33635
1687,108.96178
1689,107.13193
1690,93.083855
1691,117.705635
1692,112.29409
1693,95.87578
1695,94.86595
1696,99.18202
1697,110.00035
1700,104.63887
1701,94.08449
1702,110.49384
1703,91.62045
1704,105.39795
1706,95.26617
1707,111.634094
1708,96.4674
1710,93.57338
1711,103.19861
1713,102.63034
1717,104.03388
1719,103.849144
1720,91.35501
1722,94.75263
1725,108.44362
1726,96.4674
1727,101.42156
1729,111.00128
1730,96.08538
1731,110.56916
1733,104.63887
1734,93.96874
1735,108.96178
1738,93.32369
1742,102.742516
1745,117.00375
1747,93.754425
1749,93.90334
1751,93.72505
1752,76.00186
1753,97.39739
1754,97.49774
1755,92.68585
1756,101.32001
1758,110.11542
1759,94.78663
1760,100.82805
1761,107.05137
1762,94.04342
1763,107.45276
1764,107.2634
1766,94.80855
1768,95.086205
1769,78.16145
1771,107.76045
1772,95.52926
1773,106.18499
1774,110.01232
1775,106.406654
1777,111.39807
1779,94.78663
1780,104.87116
1787,91.62045
1788,92.704865
1790,95.61692
1796,109.35609
1801,92.70695
1803,93.38599
1807,111.562805
1809,104.38537
1812,94.461174
1813,106.62741
1814,103.083496
1815,109.25891
1816,93.76109
1818,92.66551
1820,94.520515
1821,119.99419
1822,91.076164
1825,93.919395
1826,106.138985
1828,97.10982
1831,101.50821
1836,106.39485
1837,95.450554
1841,97.79342
1844,101.232025
1848,92.18549
1851,103.92173
1852,100.00351
1853,93.01131
1854,106.808655
1856,96.69865
1859,104.38537
1860,93.10673
1861,78.85519
1863,105.6032
1865,97.10178
1866,103.90302
1867,96.831314
1868,92.09811
1872,95.36232
1879,104.373924
1880,100.66646
1882,96.47033
1885,102.19739
1887,107.18196
1888,94.788445
1890,100.19482
1894,94.60233
1895,101.970146
1896,97.326035
1897,108.007286
1900,102.59511
1901,91.89996
1902,106.04099
1905,95.68081
1906,106.09887
1912,104.421
1915,94.501015
1916,105.2371
1917,91.9781
1918,101.4424
1920,74.16176
1923,101.93187
1924,107.393456
1925,96.38193
1930,112.59885
1932,110.65078
1933,100.59561
1934,108.594795
1935,91.82547
1940,77.55536
1941,94.92491
1942,111.1164
1943,94.95027
1944,91.53709
1945,109.95877
1948,117.528786
1949,91.66069
1952,103.567444
1954,95.87578
1955,109.197624
1958,95.23114
1959,78.373764
1960,107.45276
1963,93.31611
1965,105.16675
1968,95.23377
1969,92.742905
1971,93.17851
1972,113.253426
1973,92.54346
1975,92.281265
1977,104.80259
1978,96.129654
1979,108.391014
1981,91.63278
1982,108.64641
1987,109.99146
1988,93.52103
1993,101.86974
1997,92.554596
1999,95.459206
2001,93.32369
2002,119.410576
2003,92.18296
2004,79.79965
2006,109.92392
2007,94.14751
2009,100.660164
2010,93.92407
2013,97.43088
2018,79.60542
2022,105.09416
2024,112.42287
2025,92.928955
2026,107.004364
2030,100.660164
2031,94.80611
2032,104.421
2033,95.43096
2035,96.39051
2036,113.44339
2037,91.43801
2040,94.60233
2043,102.06422
2044,105.86945
2046,108.27397
2054,111.16106
2055,92.0994
2056,104.87116
2059,94.07948
2060,91.89996
2062,95.62834
2063,107.66462
2066,94.60233
2067,108.96178
2072,100.274086
2073,102.66267
2074,108.40029
2075,102.50648
2076,94.71151
2080,94.87929
2082,91.89996
2085,103.699615
2087,104.813774
2091,107.67078
2092,97.93239
2093,104.87116
2098,101.64163
2101,107.45276
2102,92.66551
2103,77.55536
2105,103.90302
2106,93.595345
2107,104.81196
2110,90.90096
2114,94.785835
2115,117.197945
2117,76.51293
2118,95.17307
2119,102.348305
2120,95.35001
2122,98.8015
2123,110.887
2126,92.07967
2127,101.96682
2128,95.360245
2129,108.939804
2132,101.7029
2135,108.360054
2138,105.049
2139,112.59885
2141,115.710594
2142,90.8118
2146,102.48376
2151,110.92037
2157,104.893585
2159,114.49186
2162,93.595345
2164,117.528786
2167,94.14295
2168,101.01467
2171,95.39626
2173,94.37157
2174,110.001
2175,92.21583
2178,95.949326
2180,93.32369
2185,116.943756
2189,106.89539
2190,108.96178
2192,100.957245
2194,118.35341
2200,103.941414
2201,92.77928
2203,109.301025
2204,92.18296
2205,111.02781
2209,110.10074
2213,104.05337
2214,91.42024
2215,107.045876
2216,93.96293
2218,94.93015
2219,109.75676
2220,99.362114
2222,92.78798
2223,106.71592
2225,106.74045
2226,97.49065
2230,100.87067
2233,108.96178
2234,108.54244
2235,92.18296
2236,77.593285
2237,94.67112
2240,116.24399
2241,93.15775
2248,104.19281
2249,94.73164
2250,95.19144
2252,109.17007
2253,93.093864
2254,108.56585
2256,76.998024
2258,100.03783
2259,103.122635
2262,94.60233
2265,94.196526
2266,106.13511
2269,101.372154
2271,93.95741
2273,92.554855
2274,106.39967
2275,93.96293
2277,93.86569
2279,92.18296
2280,77.593285
2282,93.32369
2283,103.61417
2288,92.25731
2289,115.66087
2291,95.60147
2292,113.51483
2297,99.59148
2298,108.38535
2299,101.00213
2300,108.52632
2301,90.6442
2304,92.0994
2305,102.63046
2306,94.60233
2308,94.71151
2309,95.5234
2311,95.93455
2312,103.082954
2316,103.54465
2321,103.19861
2322,103.748825
2325,105.57338
2326,94.8904
2329,113.51483
2330,93.86569
2331,104.17745
2332,108.96178
2333,94.60233
2334,102.76243
2335,111.50476
2337,104.9778
2338,103.88016
2340,108.96178
2342,98.15443
2345,93.85591
2349,94.0334
2351,76.59057
2352,95.81246
2354,110.428635
2355,110.10474
2357,106.74045
2358,110.03026
2360,98.97348
2361,110.428635
2364,93.28842
2366,93.3631
2369,96.35395
2370,96.164444
2371,108.96178
2373,107.4357
2374,104.842255
2376,110.97658
2378,108.37011
2382,97.71251
2383,92.63559
2386,105.05375
2387,102.0263
2389,97.010994
2390,104.64698
2392,100.266075
2398,108.96178
2399,95.52572
2400,102.486946
2401,105.825096
2402,93.56432
2404,96.086685
2407,104.11705
2408,103.69993
2409,103.0216
2412,73.722534
2413,97.22233
2415,95.94436
2420,106.50368
2422,105.29571
2423,103.31038
2426,92.72968
2432,100.879585
2434,95.69882
2435,101.48339
2436,104.36749
2438,112.160194
2440,109.22257
2443,107.6411
2444,90.41407
2447,104.19281
2450,93.48487
2454,103.752304
2455,110.100876
2459,94.60233
2460,105.49564
2463,95.49983
2465,96.126
2468,77.48978
2469,92.18296
2474,91.928055
2478,102.42486
2480,97.33114
2481,116.24399
2489,93.32369
2490,100.660164
2492,91.82547
2496,94.60233
2497,110.789276
2500,97.10982
2505,94.60233
2507,99.087524
2508,111.02781
2509,92.44233
2510,82.007286
2513,92.281265
2515,93.32369
2518,92.63559
2519,104.53069
2520,92.63559
2521,99.90301
2523,104.37647
2525,96.37132
2529,110.912674
2530,91.81472
2533,106.86405
2535,92.175095
2538,102.558975
2544,109.1994
2553,113.61599
2556,92.377525
2558,91.72782
2559,112.549835
2560,92.49557
2561,110.6489
2562,98.36082
2563,108.066216
2564,96.08538
2565,108.96178
2567,103.59531
2572,94.12103
2575,96.38193
2576,111.30457
2577,91.78985
2578,94.824585
2579,110.59627
2580,92.725746
2582,105.84747
2583,94.81607
2587,91.374344
2589,112.88259
2590,97.46329
2591,110.912674
2594,95.341095
2597,101.058784
2598,103.34553
2599,93.81148
2600,101.02841
2602,104.902054
2603,94.12103
2604,102.17798
2606,103.10785
2607,76.00186
2608,101.66132
2613,111.02781
2614,98.78793
2615,108.835594
2617,112.57601
2620,98.73358
2623,106.92052
2624,95.22461
2627,111.02781
2629,76.00186
2630,97.81333
2632,102.46655
2636,93.55611
2639,103.10849
2640,102.50549
2642,110.912674
2644,106.23566
2646,107.851006
2647,93.477875
2649,94.20021
2650,102.13465
2652,104.63887
2653,94.91976
2655,100.95888
2657,108.96178
2659,110.65078
2662,92.63559
2663,116.24399
2664,90.61366
2665,103.91843
2670,96.73059
2671,106.55905
2672,93.78359
2675,104.63887
2677,104.89977
2679,103.60781
2683,106.63128
2684,93.57905
2685,101.578606
2688,104.021736
2689,104.65707
2690,105.58253
2693,96.48174
2694,107.73856
2697,109.690834
2699,92.97143
2703,93.57369
2705,106.036476
2709,79.54091
2710,97.62294
2711,110.66475
2712,91.97398
2713,103.61574
2714,115.029175
2715,99.47135
2717,92.521194
2718,110.14687
2720,113.40661
2721,92.11597
2726,92.638535
2728,91.33921
2731,103.313545
2732,110.556656
2734,105.20643
2736,104.28971
2737,94.75667
2738,105.8964
2739,111.98977
2746,95.2711
2749,100.957245
2751,116.787445
2752,103.643326
2753,99.10752
2757,100.660164
2758,89.88071
2759,102.64729
2760,95.40392
2762,109.360725
2764,92.72968
2765,107.81573
2769,106.67263
2771,118.49724
2774,92.09026
2776,103.292175
2777,97.81773
2778,91.82547
2779,112.69253
2782,90.804245
2784,97.97187
2787,101.54497
2789,97.11639
2792,98.69611
2798,105.00799
2799,103.254684
2800,91.96492
2801,79.932106
2802,92.72254
2804,97.540054
2807,104.58676
2808,98.99573
2809,112.0859
2811,113.64478
2812,95.3654
2814,91.87665
2816,93.62833
2817,108.17454
2818,103.4448
2820,106.45975
2821,87.2984
2822,93.86445
2823,109.4432
2824,98.85969
2826,96.35215
2829,91.89996
2834,91.39352
2835,79.21482
2838,103.02024
2839,102.070206
2840,95.07035
2841,106.87604
2842,94.60233
2846,112.36925
2848,101.67257
2849,96.127815
2850,115.029175
2851,92.93167
2853,96.2868
2854,110.912674
2858,108.407555
2861,104.84667
2864,91.82547
2865,116.24399
2866,109.26852
2867,93.05885
2868,110.24464
2870,110.74337
2877,93.26183
2878,111.02781
2880,110.93147
2882,77.44192
2883,90.63298
2884,105.33053
2885,94.12938
2887,93.32369
2888,104.61353
2889,93.57438
2890,103.79557
2891,95.59568
2892,117.528786
2893,97.628654
2898,107.04655
2899,97.590904
2900,109.37397
2901,96.72892
2909,96.67403
2910,108.972694
2911,114.200645
2913,98.787674
2914,107.00077
2918,99.76061
2919,108.64256
2920,92.920166
2921,111.02781
2922,95.41655
2923,96.289635
2925,99.9232
2926,92.85795
2927,111.25586
2929,111.59048
2933,95.65257
2934,104.77023
2936,102.15254
2941,102.1858
2942,98.190315
2943,106.39967
2945,101.00371
2950,94.1657
2951,115.18297
2953,108.61901
2954,102.08477
2955,103.72233
2956,97.56942
2960,94.52576
2962,92.78865
2963,98.936775
2964,104.63887
2966,77.33082
2967,99.81053
2968,95.04812
2969,92.281265
2971,92.724754
2972,99.59148
2974,97.43492
2975,109.88211
2977,116.787445
2980,113.97167
2981,89.2565
2983,95.2387
2984,102.813774
2985,113.51483
2986,106.575516
2987,99.59148
2989,95.24112
2990,112.37504
2991,102.31719
2992,78.30617
2995,109.690834
2996,96.73675
3002,109.91048
3004,104.87312
3005,113.51483
3006,90.76153
3010,93.76881
3011,107.40558
3014,92.85795
3015,106.46196
3016,94.287506
3017,99.67475
3018,98.918304
3021,101.520096
3024,103.34553
3028,94.35171
3030,91.89996
3032,91.80776
3039,97.73146
3040,107.05498
3041,94.448845
3043,96.20459
3044,111.441124
3046,101.05774
3055,93.91553
3056,109.516594
3058,93.824326
3059,107.70308
3061,117.528786
3063,103.86709
3066,93.68029
3067,103.34553
3068,77.0013
3069,92.11597
3072,113.83151
3073,110.66619
3074,98.569984
3077,92.87045
3082,98.786446
3084,109.690834
3085,103.76081
3088,106.23566
3091,91.871925
3092,114.26597
3093,98.60615
3094,103.313545
3096,108.207634
3097,96.08538
3098,77.58663
3102,113.64478
3106,92.526
3109,98.38693
3111,96.126495
3112,113.51483
3113,92.11597
3115,101.66132
3116,108.23805
3117,97.63379
3121,99.02063
3122,96.2011
3123,97.10982
3124,100.82805
3125,94.287506
3126,102.29319
3127,117.705635
3129,94.197845
3130,109.46943
3132,101.34019
3134,103.41922
3135,99.55799
3137,76.51384
3138,96.622795
3140,106.50229
3144,102.59827
3145,96.55786
3146,108.835594
3147,95.76813
3148,104.82121
3149,107.57852
3150,114.60375
3151,94.13536
3152,94.79529
3155,96.616455
3156,115.029175
3159,93.19061
3161,104.371254
3162,105.831985
3163,97.15095
3165,101.69218
3172,98.73358
3173,103.35869
3176,91.52808
3177,104.44603
3179,109.88211
3183,93.656136
3186,94.93583
3187,106.015236
3189,110.21257
3190,107.611885
3192,117.705635
3193,98.73358
3194,104.51064
3197,94.78663
3198,96.67379
3200,95.582924
3201,111.206924
3202,96.67379
3204,94.60233
3205,92.30971
3206,100.86091
3208,106.568825
3210,102.34827
3211,91.82781
3212,117.528786
3213,96.68048
3214,105.09577
3216,103.79557
3219,88.942116
3220,109.471825
3221,92.11597
3226,109.80777
3227,99.12507
3228,103.73354
3229,102.81277
3232,77.48978
3233,93.86174
3234,93.65619
3236,104.230896
3238,111.25586
3239,105.067665
3240,98.818924
3247,105.78989
3249,101.69224
3252,104.30361
3253,92.29408
3254,108.55542
3255,99.13973
3256,109.05565
3257,100.80146
3262,100.61893
3263,104.63887
3264,97.56942
3266,107.386734
3267,102.052635
3269,94.593605
3272,113.51483
3274,94.78663
3275,108.70387
3277,105.906624
3279,94.78893
3280,106.69727
3283,97.04852
3285,93.32369
3287,102.233444
3288,103.34553
3290,101.132805
3291,94.67112
3298,107.612656
3299,95.11441
3302,110.88195
3303,94.14751
3304,105.708855
3307,95.47652
3309,94.89672
3314,77.58625
3316,111.42789
3317,92.26186
3319,95.66885
3320,110.26539
3321,93.10673
3322,101.73347
3324,93.15165
3326,91.5438
3329,105.93464
3330,96.08538
3331,108.162155
3335,117.528786
3337,105.42193
3338,106.39652
3339,95.891426
3340,107.928246
3341,98.25422
3343,95.3969
3346,97.80101
3348,92.048225
3351,103.34553
3352,112.59885
3355,91.62045
3356,113.8358
3358,104.596115
3359,100.00351
3360,103.01423
3371,101.079216
3372,91.9241
3374,91.93508
3377,106.89412
3378,91.83879
3380,108.39487
3382,107.08934
3386,97.10178
3389,106.29273
3391,110.26693
3393,96.08137
3394,104.77415
3395,92.24993
3397,111.02781
3398,97.888664
3399,77.89665
3400,91.86861
3404,101.79296
3407,109.72944
3409,102.25831
3419,105.35877
3421,92.544075
3425,91.013115
3427,79.599754
3428,113.51483
3429,111.31669
3431,94.28306
3435,93.463295
3436,109.14921
3439,95.19477
3441,96.770966
3442,113.51483
3443,100.61893
3444,104.16854
3445,92.88079
3446,107.60731
3449,91.89996
3453,95.28506
3457,98.57228
3460,104.13714
3461,105.21584
3462,99.18202
3464,103.86709
3465,77.0013
3466,92.26202
3467,99.53115
3468,99.55788
3469,103.24072
3470,96.24837
3472,110.912674
3473,93.277885
3475,92.58845
3476,108.06953
3478,105.8529
3479,93.9335
3483,92.42359
3484,104.03388
3485,95.21393
3487,91.85023
3488,109.02952
3496,114.46084
3497,105.1479
3499,95.224724
3500,77.593285
3501,96.38193
3504,91.36697
3508,104.87116
3511,95.5487
3512,110.53387
3515,91.9006
3517,95.91407
3518,96.16974
3526,109.23161
3528,101.198456
3529,102.799126
3530,111.19743
3531,96.343765
3532,102.66822
3533,90.63465
3534,94.88912
3535,75.3774
3536,94.87046
3537,108.22818
3538,92.79498
3539,102.88961
3540,105.4987
3545,112.67314
3546,91.99904
3550,105.57297
3551,93.59933
3553,92.1416
3554,104.13714
3557,94.67112
3558,104.37261
3559,91.89996
3561,94.053185
3562,111.02781
3563,91.55584
3564,103.34553
3565,92.88079
3567,98.91334
3571,103.34553
3572,97.521645
3574,105.24369
3576,95.450554
3577,113.13531
3578,95.60451
3579,95.450554
3583,95.46245
3585,105.43984
3586,111.38831
3587,109.35609
3593,93.78257
3594,107.25996
3595,97.73146
3599,94.5686
3600,107.49487
3601,110.912674
3602,91.89996
3604,97.234604
3609,111.206924
3610,102.0358
